lower,upper,fortotals
01PLANT.Acer campestre,14FLEA.Palaeopsylla minor,9.42E-03
01PLANT.Acer campestre,14FLEA.Palaeopsylla soricis soricis,4.66E-01
"01PLANT.Acer pseudoplatanus,",14FLEA.Amalaraeus penicilliger mustelae,3.77E+00
"01PLANT.Acer pseudoplatanus,",14FLEA.Ctenophthalmus nobilis vulgaris,2.38E+00
"01PLANT.Acer pseudoplatanus,",14FLEA.Hystrichopsylla talpae talpae,2.75E-01
"01PLANT.Acer pseudoplatanus,",14FLEA.Ixodes trianguliceps,2.46E-01
"01PLANT.Acer pseudoplatanus,",14FLEA.Megabothris turbidus,3.66E-01
"01PLANT.Acer pseudoplatanus,",14FLEA.Palaeopsylla soricis soricis,2.46E-01
01PLANT.Chenopodium sp.,14FLEA.Amalaraeus penicilliger mustelae,1.23E-03
01PLANT.Chenopodium sp.,14FLEA.Ctenophthalmus nobilis vulgaris,1.80E-03
01PLANT.Chenopodium sp.,14FLEA.Hystrichopsylla talpae talpae,3.43E-04
01PLANT.Chenopodium sp.,14FLEA.Ixodes trianguliceps,1.83E-03
01PLANT.Chenopodium sp.,14FLEA.Megabothris turbidus,6.83E-03
01PLANT.Chenopodium sp.,14FLEA.Palaeopsylla minor,3.29E-04
01PLANT.Corylus avellana,14FLEA.Amalaraeus penicilliger mustelae,3.13E+00
01PLANT.Corylus avellana,14FLEA.Ctenophthalmus nobilis vulgaris,1.94E+00
01PLANT.Corylus avellana,14FLEA.Hystrichopsylla talpae talpae,3.11E-01
01PLANT.Corylus avellana,14FLEA.Ixodes trianguliceps,1.53E-01
01PLANT.Corylus avellana,14FLEA.Megabothris turbidus,4.59E-01
01PLANT.Corylus avellana,14FLEA.Palaeopsylla minor,6.60E-03
01PLANT.Corylus avellana,14FLEA.Palaeopsylla soricis soricis,1.40E-01
01PLANT.Crataegus monogyna,14FLEA.Amalaraeus penicilliger mustelae,3.55E+00
01PLANT.Crataegus monogyna,14FLEA.Ctenophthalmus nobilis vulgaris,1.73E+00
01PLANT.Crataegus monogyna,14FLEA.Hystrichopsylla talpae talpae,6.50E-01
01PLANT.Crataegus monogyna,14FLEA.Ixodes trianguliceps,2.15E-01
01PLANT.Crataegus monogyna,14FLEA.Megabothris turbidus,7.23E-01
01PLANT.Crataegus monogyna,14FLEA.Nosopsyllus fasciatus,1.82E-03
01PLANT.Crataegus monogyna,14FLEA.Palaeopsylla minor,1.08E-01
01PLANT.Fallopia convolvulus,14FLEA.Ctenophthalmus nobilis vulgaris,1.43E-05
01PLANT.Fallopia convolvulus,14FLEA.Hystrichopsylla talpae talpae,5.74E-06
01PLANT.Fraxinus excelsior,14FLEA.Amalaraeus penicilliger mustelae,6.09E+00
01PLANT.Fraxinus excelsior,14FLEA.Ctenophthalmus nobilis vulgaris,4.71E+00
01PLANT.Fraxinus excelsior,14FLEA.Hystrichopsylla talpae talpae,3.67E-01
01PLANT.Fraxinus excelsior,14FLEA.Ixodes trianguliceps,3.38E-01
01PLANT.Fraxinus excelsior,14FLEA.Megabothris turbidus,9.79E-01
01PLANT.Fraxinus excelsior,14FLEA.Palaeopsylla minor,7.93E-04
01PLANT.Fraxinus excelsior,14FLEA.Palaeopsylla soricis soricis,3.36E-01
01PLANT.Geranium dissectum,14FLEA.Ctenophthalmus nobilis vulgaris,2.27E-03
01PLANT.Geranium dissectum,14FLEA.Ixodes trianguliceps,2.00E-03
01PLANT.Geranium dissectum,14FLEA.Palaeopsylla minor,1.00E-03
01PLANT.Geranium robertianum,14FLEA.Amalaraeus penicilliger mustelae,1.30E-02
01PLANT.Geranium robertianum,14FLEA.Ctenophthalmus nobilis vulgaris,1.32E-02
01PLANT.Geranium robertianum,14FLEA.Hystrichopsylla talpae talpae,2.61E-03
01PLANT.Geranium robertianum,14FLEA.Ixodes trianguliceps,9.30E-03
01PLANT.Geranium robertianum,14FLEA.Palaeopsylla minor,4.65E-03
01PLANT.Glechoma hederacea,14FLEA.Amalaraeus penicilliger mustelae,6.96E-03
01PLANT.Glechoma hederacea,14FLEA.Ctenophthalmus nobilis vulgaris,7.03E-03
01PLANT.Glechoma hederacea,14FLEA.Hystrichopsylla talpae talpae,1.39E-03
01PLANT.Glechoma hederacea,14FLEA.Ixodes trianguliceps,4.96E-03
01PLANT.Glechoma hederacea,14FLEA.Palaeopsylla minor,2.48E-03
01PLANT.Hyacinthoides non-scripta,14FLEA.Amalaraeus penicilliger mustelae,4.43E-02
01PLANT.Hyacinthoides non-scripta,14FLEA.Ctenophthalmus nobilis vulgaris,6.64E-02
01PLANT.Hyacinthoides non-scripta,14FLEA.Megabothris turbidus,2.21E-02
01PLANT.Lamium purpureum,14FLEA.Amalaraeus penicilliger mustelae,2.43E-03
01PLANT.Lamium purpureum,14FLEA.Ctenophthalmus nobilis vulgaris,2.44E-03
01PLANT.Lamium purpureum,14FLEA.Hystrichopsylla talpae talpae,3.41E-04
01PLANT.Lamium purpureum,14FLEA.Ixodes trianguliceps,2.66E-03
01PLANT.Lamium purpureum,14FLEA.Megabothris turbidus,7.18E-04
01PLANT.Lamium purpureum,14FLEA.Palaeopsylla minor,6.08E-04
01PLANT.Mercurialis perennis,14FLEA.Amalaraeus penicilliger mustelae,6.49E-03
01PLANT.Mercurialis perennis,14FLEA.Ctenophthalmus nobilis vulgaris,6.55E-03
01PLANT.Mercurialis perennis,14FLEA.Hystrichopsylla talpae talpae,1.30E-03
01PLANT.Mercurialis perennis,14FLEA.Ixodes trianguliceps,4.62E-03
01PLANT.Mercurialis perennis,14FLEA.Palaeopsylla minor,2.31E-03
01PLANT.Persicaria sp.,14FLEA.Ctenophthalmus nobilis vulgaris,4.20E-03
01PLANT.Persicaria sp.,14FLEA.Hystrichopsylla talpae talpae,8.70E-03
01PLANT.Persicaria sp.,14FLEA.Ixodes trianguliceps,2.15E-03
01PLANT.Persicaria sp.,14FLEA.Megabothris turbidus,1.24E-03
01PLANT.Persicaria sp.,14FLEA.Nosopsyllus fasciatus,1.24E-03
01PLANT.Persicaria sp.,14FLEA.Palaeopsylla minor,1.07E-03
01PLANT.Poaceae,14FLEA.Amalaraeus penicilliger mustelae,1.72E+02
01PLANT.Poaceae,14FLEA.Ctenophthalmus nobilis vulgaris,1.17E+02
01PLANT.Poaceae,14FLEA.Hystrichopsylla talpae talpae,2.60E+01
01PLANT.Poaceae,14FLEA.Ixodes trianguliceps,3.48E+01
01PLANT.Poaceae,14FLEA.Megabothris turbidus,3.83E+01
01PLANT.Poaceae,14FLEA.Nosopsyllus fasciatus,2.62E+00
01PLANT.Poaceae,14FLEA.Palaeopsylla minor,1.28E+01
01PLANT.Poaceae,14FLEA.Palaeopsylla soricis soricis,3.04E+00
01PLANT.Polygonum sp.,14FLEA.Amalaraeus penicilliger mustelae,1.40E-03
01PLANT.Polygonum sp.,14FLEA.Ctenophthalmus nobilis vulgaris,5.65E-04
01PLANT.Polygonum sp.,14FLEA.Hystrichopsylla talpae talpae,2.97E-04
01PLANT.Polygonum sp.,14FLEA.Ixodes trianguliceps,3.49E-04
01PLANT.Polygonum sp.,14FLEA.Palaeopsylla minor,1.75E-04
01PLANT.Prunus spinosa,14FLEA.Amalaraeus penicilliger mustelae,1.86E+00
01PLANT.Prunus spinosa,14FLEA.Ctenophthalmus nobilis vulgaris,1.31E+00
01PLANT.Prunus spinosa,14FLEA.Hystrichopsylla talpae talpae,2.16E-01
01PLANT.Prunus spinosa,14FLEA.Ixodes trianguliceps,9.53E-02
01PLANT.Prunus spinosa,14FLEA.Megabothris turbidus,4.04E-01
01PLANT.Prunus spinosa,14FLEA.Palaeopsylla minor,2.71E-02
01PLANT.Prunus spinosa,14FLEA.Palaeopsylla soricis soricis,4.11E-02
01PLANT.Quercus robur,14FLEA.Amalaraeus penicilliger mustelae,1.59E+01
01PLANT.Quercus robur,14FLEA.Ctenophthalmus nobilis vulgaris,1.43E+01
01PLANT.Quercus robur,14FLEA.Hystrichopsylla talpae talpae,1.55E+00
01PLANT.Quercus robur,14FLEA.Ixodes trianguliceps,5.18E-01
01PLANT.Quercus robur,14FLEA.Megabothris turbidus,3.55E+00
01PLANT.Quercus robur,14FLEA.Palaeopsylla soricis soricis,5.18E-01
01PLANT.Rosa sp.,14FLEA.Amalaraeus penicilliger mustelae,8.04E-01
01PLANT.Rosa sp.,14FLEA.Ctenophthalmus nobilis vulgaris,3.53E-01
01PLANT.Rosa sp.,14FLEA.Hystrichopsylla talpae talpae,1.46E-01
01PLANT.Rosa sp.,14FLEA.Megabothris turbidus,1.79E-01
01PLANT.Rubus fruticosus,14FLEA.Amalaraeus penicilliger mustelae,7.69E+00
01PLANT.Rubus fruticosus,14FLEA.Ctenophthalmus nobilis vulgaris,3.93E+00
01PLANT.Rubus fruticosus,14FLEA.Hystrichopsylla talpae talpae,1.24E+00
01PLANT.Rubus fruticosus,14FLEA.Ixodes trianguliceps,1.51E-01
01PLANT.Rubus fruticosus,14FLEA.Megabothris turbidus,1.64E+00
01PLANT.Rubus fruticosus,14FLEA.Palaeopsylla minor,4.33E-02
01PLANT.Rubus fruticosus,14FLEA.Palaeopsylla soricis soricis,6.42E-02
01PLANT.Rumex sp.,14FLEA.Amalaraeus penicilliger mustelae,1.30E+01
01PLANT.Rumex sp.,14FLEA.Ctenophthalmus nobilis vulgaris,8.00E+00
01PLANT.Rumex sp.,14FLEA.Hystrichopsylla talpae talpae,1.42E+00
01PLANT.Rumex sp.,14FLEA.Ixodes trianguliceps,1.59E+00
01PLANT.Rumex sp.,14FLEA.Megabothris turbidus,1.29E+00
01PLANT.Rumex sp.,14FLEA.Nosopsyllus fasciatus,1.86E-02
01PLANT.Rumex sp.,14FLEA.Palaeopsylla minor,4.28E-01
01PLANT.Rumex sp.,14FLEA.Palaeopsylla soricis soricis,6.74E-01
01PLANT.Sambucus nigra,14FLEA.Amalaraeus penicilliger mustelae,1.20E-01
01PLANT.Sambucus nigra,14FLEA.Ctenophthalmus nobilis vulgaris,6.83E-02
01PLANT.Sambucus nigra,14FLEA.Hystrichopsylla talpae talpae,2.01E-02
01PLANT.Sambucus nigra,14FLEA.Ixodes trianguliceps,5.53E-03
01PLANT.Sambucus nigra,14FLEA.Megabothris turbidus,2.79E-02
01PLANT.Sambucus nigra,14FLEA.Palaeopsylla minor,2.76E-03
01PLANT.Sherardia arvensis,14FLEA.Ctenophthalmus nobilis vulgaris,3.11E-03
01PLANT.Sherardia arvensis,14FLEA.Ixodes trianguliceps,2.74E-03
01PLANT.Sherardia arvensis,14FLEA.Palaeopsylla minor,1.37E-03
01PLANT.Sinapis arvensis,14FLEA.Ctenophthalmus nobilis vulgaris,4.11E-03
01PLANT.Sinapis arvensis,14FLEA.Megabothris turbidus,4.11E-03
01PLANT.Sinapis arvensis,14FLEA.Nosopsyllus fasciatus,4.11E-03
01PLANT.Stachys sylvatica,14FLEA.Amalaraeus penicilliger mustelae,2.13E-02
01PLANT.Stachys sylvatica,14FLEA.Ctenophthalmus nobilis vulgaris,9.38E-03
01PLANT.Stachys sylvatica,14FLEA.Hystrichopsylla talpae talpae,3.88E-03
01PLANT.Stachys sylvatica,14FLEA.Megabothris turbidus,4.74E-03
01PLANT.Stellaria graminea,14FLEA.Amalaraeus penicilliger mustelae,7.25E-03
01PLANT.Stellaria graminea,14FLEA.Ctenophthalmus nobilis vulgaris,3.19E-03
01PLANT.Stellaria graminea,14FLEA.Hystrichopsylla talpae talpae,1.32E-03
01PLANT.Stellaria graminea,14FLEA.Megabothris turbidus,1.61E-03
01PLANT.Trifolium pratense/repens,14FLEA.Ctenophthalmus nobilis vulgaris,3.61E-04
01PLANT.Trifolium pratense/repens,14FLEA.Megabothris turbidus,3.61E-04
01PLANT.Trifolium pratense/repens,14FLEA.Nosopsyllus fasciatus,3.61E-04
01PLANT.Urtica dioica,14FLEA.Amalaraeus penicilliger mustelae,3.02E+00
01PLANT.Urtica dioica,14FLEA.Ctenophthalmus nobilis vulgaris,1.48E+00
01PLANT.Urtica dioica,14FLEA.Hystrichopsylla talpae talpae,2.37E-01
01PLANT.Urtica dioica,14FLEA.Ixodes trianguliceps,2.26E-01
01PLANT.Urtica dioica,14FLEA.Megabothris turbidus,1.23E+00
01PLANT.Urtica dioica,14FLEA.Nosopsyllus fasciatus,7.40E-03
01PLANT.Urtica dioica,14FLEA.Palaeopsylla minor,2.45E-02
01PLANT.Urtica dioica,14FLEA.Palaeopsylla soricis soricis,1.75E-01
01PLANT.Vicia sepium,14FLEA.Ctenophthalmus nobilis vulgaris,4.55E-05
01PLANT.Vicia sepium,14FLEA.Hystrichopsylla talpae talpae,1.82E-05
03APH.Acyrthosiphon pisum,04PRIMARYPARA.Aphidius ervi,8.79E+04
03APH.Acyrthosiphon pisum,04PRIMARYPARA.Aphidius rhopalosiphi?,6.72E+03
03APH.Acyrthosiphon pisum,04PRIMARYPARA.Praon dorsale?,6.72E+03
03APH.Aphid species 1,04PRIMARYPARA.Praon exoletum?,8.29E+02
03APH.Brachycaudus helichrysii,04PRIMARYPARA.Aphidius matricariae,1.30E+04
03APH.Brachycaudus helichrysii,04PRIMARYPARA.Aphidius rhopalosiphi?,2.21E+03
03APH.Macrosiphum funestum,04PRIMARYPARA.Aphidius ervi,3.28E+02
03APH.Microlophium carnosum,04PRIMARYPARA.Aphidius ervi,1.16E+03
03APH.Microlophium carnosum,04PRIMARYPARA.Trioxys B,1.66E+03
03APH.Sitobion avenae,04PRIMARYPARA.Aphidius ervi,1.66E+05
03APH.Sitobion avenae,04PRIMARYPARA.Aphidius funebris,5.52E+02
03APH.Sitobion avenae,04PRIMARYPARA.Aphidius matricariae,1.25E+04
03APH.Sitobion avenae,04PRIMARYPARA.Aphidius picipes?,7.50E+04
03APH.Sitobion avenae,04PRIMARYPARA.Aphidius rhopalosiphi?,9.68E+04
03APH.Sitobion avenae,04PRIMARYPARA.Ephedrus plagiator,1.16E+05
03APH.Sitobion avenae,04PRIMARYPARA.Praon volucre,1.07E+05
03APH.Therioaphis trifoli,04PRIMARYPARA.Aphidius ervi,6.72E+03
03APH.Tubaphis ranunculina,04PRIMARYPARA.Praon exoletum?,8.57E+03
03APH.Tubaphis ranunculina,04PRIMARYPARA.Praon sp nr flavinode,1.23E+04
03APH.Tubaphis ranunculina,04PRIMARYPARA.Praon volucre,2.46E+04
03APH.Uroleucon sonchi,04PRIMARYPARA.Aphidius ervi,1.01E+04
03APH.Acyrthosiphon pisum,05SECONDARYPARA.Alloxysta victrix,4.71E+04
03APH.Acyrthosiphon pisum,05SECONDARYPARA.Asaphes suspensus,8.22E+04
03APH.Acyrthosiphon pisum,05SECONDARYPARA.Asaphes vulgaris,2.69E+04
03APH.Acyrthosiphon pisum,05SECONDARYPARA.Dendrocerus carpenteri,6.72E+03
03APH.Aphid species 1,05SECONDARYPARA.Dendrocerus aphidum,8.29E+02
03APH.Aphis rumicis,05SECONDARYPARA.Dendrocerus carpenteri,1.08E+05
03APH.Brachycaudus helichrysii,05SECONDARYPARA.Alloxysta victrix,8.31E+03
03APH.Brachycaudus helichrysii,05SECONDARYPARA.Asaphes suspensus,8.91E+04
03APH.Brachycaudus helichrysii,05SECONDARYPARA.Dendrocerus aphidum,9.96E+03
03APH.Brachycaudus helichrysii,05SECONDARYPARA.Dendrocerus carpenteri,5.52E+02
03APH.Dysaphis species 1,05SECONDARYPARA.Alloxysta victrix,1.45E+02
03APH.Microlophium carnosum,05SECONDARYPARA.Alloxysta victrix,8.75E+02
03APH.Phorodon humuli,05SECONDARYPARA.Asaphes vulgaris,3.28E+02
03APH.Phorodon humuli,05SECONDARYPARA.Dendrocerus carpenteri,2.19E+02
03APH.Sitobion avenae,05SECONDARYPARA.Alloxysta victrix,2.00E+05
03APH.Sitobion avenae,05SECONDARYPARA.Asaphes suspensus,2.35E+05
03APH.Sitobion avenae,05SECONDARYPARA.Asaphes vulgaris,5.84E+04
03APH.Sitobion avenae,05SECONDARYPARA.Coruna clavata,7.26E+01
03APH.Sitobion avenae,05SECONDARYPARA.Dendrocerus aphidum,3.99E+04
03APH.Sitobion avenae,05SECONDARYPARA.Dendrocerus carpenteri,2.97E+05
03APH.Sitobion avenae,05SECONDARYPARA.Pachyneuron sp,5.52E+02
03APH.Therioaphis trifoli,05SECONDARYPARA.Alloxysta victrix,2.02E+04
03APH.Tubaphis ranunculina,05SECONDARYPARA.Alloxysta victrix,5.29E+03
03APH.Uroleucon cirsii,05SECONDARYPARA.Alloxysta victrix,5.52E+02
07SEEDINVERT.Bruchidius varius,13SFPARA.Aprostocetus sp,6.50E+01
07SEEDINVERT.Bruchidius varius,13SFPARA.Spintherus dubius,9.75E+02
07SEEDINVERT.Bruchidius varius,13SFPARA.Triaspis floricola,1.30E+02
07SEEDINVERT.Bruchophagus gibbus,13SFPARA.Mesopolobus incultus,6.40E+04
07SEEDINVERT.Bruchophagus gibbus,13SFPARA.Spintherus dubius,1.73E+03
07SEEDINVERT.Bruchophagus gibbus,13SFPARA.Trichomalus campestris,1.73E+04
07SEEDINVERT.Bruchophagus gibbus,13SFPARA.Trichomalus rufinus,3.46E+03
07SEEDINVERT.Curtonotus aulicus,13SFPARA.Bracon immutator,1.02E+01
07SEEDINVERT.Curtonotus aulicus,13SFPARA.Bracon osculator,5.11E+00
07SEEDINVERT.Curtonotus aulicus,13SFPARA.Eurytoma sp A,5.11E+00
07SEEDINVERT.Curtonotus aulicus,13SFPARA.Eurytoma sp B,5.11E+00
07SEEDINVERT.Curtonotus aulicus,13SFPARA.Pterandrophysalis levantina,3.68E+02
07SEEDINVERT.Olibrus aeneus,13SFPARA.Bracon immutator,1.02E+01
07SEEDINVERT.Olibrus aeneus,13SFPARA.Bracon osculator,5.11E+00
07SEEDINVERT.Olibrus aeneus,13SFPARA.Eurytoma sp A,5.11E+00
07SEEDINVERT.Olibrus aeneus,13SFPARA.Eurytoma sp B,5.11E+00
07SEEDINVERT.Olibrus aeneus,13SFPARA.Pterandrophysalis levantina,3.68E+02
07SEEDINVERT.Oxystoma pomonae,13SFPARA.Pteromalus sequester-group,1.66E+03
07SEEDINVERT.Protapion apricans,13SFPARA.Aprostocetus sp,3.25E+02
07SEEDINVERT.Protapion apricans,13SFPARA.Mesopolobus incultus,5.63E+04
07SEEDINVERT.Protapion apricans,13SFPARA.Spintherus dubius,6.68E+03
07SEEDINVERT.Protapion apricans,13SFPARA.Triaspis floricola,6.50E+02
07SEEDINVERT.Protapion apricans,13SFPARA.Trichomalus campestris,1.51E+04
07SEEDINVERT.Protapion apricans,13SFPARA.Trichomalus rufinus,3.03E+03
07SEEDINVERT.Protapion assimile,13SFPARA.Aprostocetus sp,2.92E+02
07SEEDINVERT.Protapion assimile,13SFPARA.Mesopolobus incultus,1.44E+03
07SEEDINVERT.Protapion assimile,13SFPARA.Spintherus dubius,5.83E+03
07SEEDINVERT.Protapion assimile,13SFPARA.Triaspis floricola,5.85E+02
07SEEDINVERT.Protapion fulvipes,13SFPARA.Aprostocetus sp,1.30E+02
07SEEDINVERT.Protapion fulvipes,13SFPARA.Mesopolobus incultus,2.17E+05
07SEEDINVERT.Protapion fulvipes,13SFPARA.Spintherus dubius,1.57E+04
07SEEDINVERT.Protapion fulvipes,13SFPARA.Triaspis floricola,2.60E+02
07SEEDINVERT.Protapion fulvipes,13SFPARA.Trichomalus campestris,4.49E+04
07SEEDINVERT.Protapion fulvipes,13SFPARA.Trichomalus rufinus,6.66E+04
07SEEDINVERT.Protapion trifolii,13SFPARA.Aprostocetus sp,1.95E+02
07SEEDINVERT.Protapion trifolii,13SFPARA.Mesopolobus incultus,6.06E+04
07SEEDINVERT.Protapion trifolii,13SFPARA.Spintherus dubius,9.04E+03
07SEEDINVERT.Protapion trifolii,13SFPARA.Triaspis floricola,3.90E+02
07SEEDINVERT.Protapion trifolii,13SFPARA.Trichomalus campestris,1.51E+04
07SEEDINVERT.Protapion trifolii,13SFPARA.Trichomalus rufinus,3.03E+03
07SEEDINVERT.Protapion varipes,13SFPARA.Aprostocetus sp,3.25E+01
07SEEDINVERT.Protapion varipes,13SFPARA.Spintherus dubius,4.87E+02
07SEEDINVERT.Protapion varipes,13SFPARA.Triaspis floricola,6.50E+01
07SEEDINVERT.Rhinocyllus conicus,13SFPARA.Bracon immutator,1.02E+01
07SEEDINVERT.Rhinocyllus conicus,13SFPARA.Bracon osculator,5.11E+00
07SEEDINVERT.Rhinocyllus conicus,13SFPARA.Eurytoma sp A,5.11E+00
07SEEDINVERT.Rhinocyllus conicus,13SFPARA.Eurytoma sp B,5.11E+00
07SEEDINVERT.Rhinocyllus conicus,13SFPARA.Pterandrophysalis levantina,3.68E+02
07SEEDINVERT.Sitona lineatus,13SFPARA.Aprostocetus sp,3.25E+01
07SEEDINVERT.Sitona lineatus,13SFPARA.Spintherus dubius,4.87E+02
07SEEDINVERT.Sitona lineatus,13SFPARA.Triaspis floricola,6.50E+01
07SEEDINVERT.Sitona sulcifrons,13SFPARA.Aprostocetus sp,3.25E+01
07SEEDINVERT.Sitona sulcifrons,13SFPARA.Spintherus dubius,4.87E+02
07SEEDINVERT.Sitona sulcifrons,13SFPARA.Triaspis floricola,6.50E+01
07SEEDINVERT.Terellia longicauda,13SFPARA.Pteromalus beryllii,1.46E+02
07SEEDINVERT.Terellia ruficauda,13SFPARA.Bracon praecox,2.06E+02
07SEEDINVERT.Terellia ruficauda,13SFPARA.Pteromalus albipennis,2.47E+04
07SEEDINVERT.Terellia serratulae,13SFPARA.Bracon immutator,1.02E+02
07SEEDINVERT.Terellia serratulae,13SFPARA.Bracon osculator,5.11E+01
07SEEDINVERT.Terellia serratulae,13SFPARA.Crataepus marbis,3.16E+02
07SEEDINVERT.Terellia serratulae,13SFPARA.Eurytoma sp A,5.11E+01
07SEEDINVERT.Terellia serratulae,13SFPARA.Eurytoma sp B,5.11E+01
07SEEDINVERT.Terellia serratulae,13SFPARA.Pteromalus beryllii,1.02E+03
07SEEDINVERT.Terellia serratulae,13SFPARA.Pteromalus elevatus,1.05E+02
07SEEDINVERT.Urophora stylata,13SFPARA.Bracon immutator,9.72E+02
07SEEDINVERT.Urophora stylata,13SFPARA.Bracon osculator,4.86E+02
07SEEDINVERT.Urophora stylata,13SFPARA.Bracon praecox,1.85E+03
07SEEDINVERT.Urophora stylata,13SFPARA.Crataepus marbis,3.00E+03
07SEEDINVERT.Urophora stylata,13SFPARA.Eurytoma sp A,4.86E+02
07SEEDINVERT.Urophora stylata,13SFPARA.Eurytoma sp B,4.86E+02
07SEEDINVERT.Urophora stylata,13SFPARA.Pteromalus elevatus,9.99E+02
09MAMMAL.Apodemus flavicollis,14FLEA.Amalaraeus penicilliger mustelae,5.37E+00
09MAMMAL.Apodemus flavicollis,14FLEA.Ctenophthalmus nobilis vulgaris,1.77E+01
09MAMMAL.Apodemus flavicollis,14FLEA.Hystrichopsylla talpae talpae,6.94E+00
09MAMMAL.Apodemus sylvaticus,14FLEA.Amalaraeus penicilliger mustelae,5.14E+00
09MAMMAL.Apodemus sylvaticus,14FLEA.Ctenophthalmus nobilis vulgaris,3.86E+01
09MAMMAL.Apodemus sylvaticus,14FLEA.Hystrichopsylla talpae talpae,1.04E+01
09MAMMAL.Apodemus sylvaticus,14FLEA.Ixodes trianguliceps,2.70E+01
09MAMMAL.Apodemus sylvaticus,14FLEA.Megabothris turbidus,2.65E+00
09MAMMAL.Apodemus sylvaticus,14FLEA.Nosopsyllus fasciatus,2.65E+00
09MAMMAL.Apodemus sylvaticus,14FLEA.Palaeopsylla minor,1.35E+01
09MAMMAL.Micromys minutus,14FLEA.Amalaraeus penicilliger mustelae,9.71E-01
09MAMMAL.Micromys minutus,14FLEA.Hystrichopsylla talpae talpae,3.89E+00
09MAMMAL.Myodes glareolus,14FLEA.Amalaraeus penicilliger mustelae,2.32E+02
09MAMMAL.Myodes glareolus,14FLEA.Ctenophthalmus nobilis vulgaris,1.08E+02
09MAMMAL.Myodes glareolus,14FLEA.Hystrichopsylla talpae talpae,1.28E+01
09MAMMAL.Myodes glareolus,14FLEA.Ixodes trianguliceps,1.19E+01
09MAMMAL.Myodes glareolus,14FLEA.Megabothris turbidus,4.84E+01
09MAMMAL.Myodes glareolus,14FLEA.Palaeopsylla soricis soricis,5.70E+00
